BNSF,0,1200,9
BNSF,0,1202,10
BNSF,0,1206,25
BNSF,0,1204,6
BNSF,0,1208,17
BNSF,0,1210,58
BNSF,0,1212,11
BNSF,0,1214,49
BNSF,0,1216,127
BNSF,0,1218,27
BNSF,0,1220,74
BNSF,0,1222,90
BNSF,0,1306,100
BNSF,0,1224,58
BNSF,0,1226,104
BNSF,0,1228,152
BNSF,0,1230,96
BNSF,0,1232,47
BNSF,0,1234,112
BNSF,0,1236,128
BNSF,0,1242,40
BNSF,0,1244,94
BNSF,0,1246,68
BNSF,0,1304,29
BNSF,0,1250,65
BNSF,0,1252,32
BNSF,0,1254,48
BNSF,0,1256,51
BNSF,0,1258,60
BNSF,0,1260,33
BNSF,0,1262,43
BNSF,0,1264,36
BNSF,0,1268,43
BNSF,0,1272,42
BNSF,0,1274,9
BNSF,0,1276,28
BNSF,0,1282,17
BNSF,0,1284,22
BNSF,0,1292,24
BNSF,0,1294,13
BNSF,0,1296,8
BNSF,0,1298,9
BNSF,0,1300,7
BNSF,0,1302,5
BNSF,0,1201,5
BNSF,0,1203,2
BNSF,0,1205,4
BNSF,0,1207,4
BNSF,0,1211,8
BNSF,0,1213,1
BNSF,0,1215,3
BNSF,0,1217,11
BNSF,0,1221,9
BNSF,0,1223,9
BNSF,0,1225,12
BNSF,0,1227,17
BNSF,0,1229,25
BNSF,0,1231,28
BNSF,0,1301,38
BNSF,0,1233,31
BNSF,0,1235,34
BNSF,0,1239,21
BNSF,0,1241,86
BNSF,0,1243,35
BNSF,0,1245,30
BNSF,0,1247,88
BNSF,0,1249,32
BNSF,0,1251,33
BNSF,0,1253,113
BNSF,0,1255,79
BNSF,0,1257,20
BNSF,0,1259,89
BNSF,0,1261,93
BNSF,0,1263,89
BNSF,0,1265,61
BNSF,0,1267,59
BNSF,0,1269,102
BNSF,0,1271,63
BNSF,0,1273,26
BNSF,0,1275,101
BNSF,0,1277,46
BNSF,0,1279,14
BNSF,0,1281,33
BNSF,0,1283,28
BNSF,0,1303,43
BNSF,0,1285,50
BNSF,0,1287,72
BNSF,0,1289,24
BNSF,0,1291,31
BNSF,0,1293,17
BNSF,0,1295,11
BNSF,1,2000,8
BNSF,1,2002,18
BNSF,1,2004,29
BNSF,1,2006,38
BNSF,1,2008,71
BNSF,1,2010,54
BNSF,1,2012,64
BNSF,1,2014,121
BNSF,1,2016,130
BNSF,1,2018,79
BNSF,1,2020,67
BNSF,1,2022,115
BNSF,1,2024,53
BNSF,1,2026,76
BNSF,1,2028,15
BNSF,1,2001,9
BNSF,1,2003,33
BNSF,1,2005,63
BNSF,1,2007,41
BNSF,1,2009,38
BNSF,1,2011,25
BNSF,1,2013,40
BNSF,1,2015,43
BNSF,1,2017,63
BNSF,1,2019,63
BNSF,1,2021,45
BNSF,1,2023,102
BNSF,1,2025,66
BNSF,1,2027,63
BNSF,1,2029,39
BNSF,2,2002,9
BNSF,2,2006,45
BNSF,2,2010,57
BNSF,2,2012,79
BNSF,2,2016,79
BNSF,2,2018,64
BNSF,2,2022,36
BNSF,2,2024,26
BNSF,2,2026,21
BNSF,2,2028,11
BNSF,2,2003,17
BNSF,2,2005,34
BNSF,2,2009,48
BNSF,2,2013,79
BNSF,2,2017,62
BNSF,2,2021,59
BNSF,2,2023,33
BNSF,2,2025,45
BNSF,2,2027,37
BNSF,2,2029,6
HC,0,914,36
HC,0,916,45
HC,0,918,60
HC,0,915,41
HC,0,917,52
HC,0,919,41
MD-N,0,2102,26
MD-N,0,2104,29
MD-N,0,2106,49
MD-N,0,2108,75
MD-N,0,2110,64
MD-N,0,2112,59
MD-N,0,2116,57
MD-N,0,2118,72
MD-N,0,2120,57
MD-N,0,2124,61
MD-N,0,2126,35
MD-N,0,2128,44
MD-N,0,2130,32
MD-N,0,2132,34
MD-N,0,2134,19
MD-N,0,2136,17
MD-N,0,2138,14
MD-N,0,2140,31
MD-N,0,2142,26
MD-N,0,2144,14
MD-N,0,2146,31
MD-N,0,2148,15
MD-N,0,2150,7
MD-N,0,2152,6
MD-N,0,2154,7
MD-N,0,2156,6
MD-N,0,2101,19
MD-N,0,2103,21
MD-N,0,2105,6
MD-N,0,2107,16
MD-N,0,2109,12
MD-N,0,2111,10
MD-N,0,2113,6
MD-N,0,2115,11
MD-N,0,2117,22
MD-N,0,2119,19
MD-N,0,2121,55
MD-N,0,2123,34
MD-N,0,2125,71
MD-N,0,2127,80
MD-N,0,2131,87
MD-N,0,2133,38
MD-N,0,2135,69
MD-N,0,2139,53
MD-N,0,2141,52
MD-N,0,2143,48
MD-N,0,2145,31
MD-N,0,2147,33
MD-N,0,2151,34
MD-N,0,2153,34
MD-N,0,2155,23
MD-N,0,2157,9
MD-N,1,2600,6
MD-N,1,2602,15
MD-N,1,2604,61
MD-N,1,2608,53
MD-N,1,2612,53
MD-N,1,2614,43
MD-N,1,2616,31
MD-N,1,2618,9
MD-N,1,2620,12
MD-N,1,2622,5
MD-N,1,2601,14
MD-N,1,2603,23
MD-N,1,2607,22
MD-N,1,2611,23
MD-N,1,2615,35
MD-N,1,2617,12
MD-N,1,2621,40
MD-N,1,2623,33
MD-N,1,2625,23
MD-N,1,2627,13
MD-N,2,2600,3
MD-N,2,2602,8
MD-N,2,2604,41
MD-N,2,2608,49
MD-N,2,2612,37
MD-N,2,2614,33
MD-N,2,2616,24
MD-N,2,2620,10
MD-N,2,2622,1
MD-N,2,2601,14
MD-N,2,2603,22
MD-N,2,2607,24
MD-N,2,2611,20
MD-N,2,2615,42
MD-N,2,2621,42
MD-N,2,2623,29
MD-N,2,2625,17
MD-N,2,2627,2
MD-W,0,2200,7
MD-W,0,2202,18
MD-W,0,2204,40
MD-W,0,2206,41
MD-W,0,2208,31
MD-W,0,2210,60
MD-W,0,2212,31
MD-W,0,2216,71
MD-W,0,2218,13
MD-W,0,2222,74
MD-W,0,2226,28
MD-W,0,2228,33
MD-W,0,2230,38
MD-W,0,2232,24
MD-W,0,2234,25
MD-W,0,2236,25
MD-W,0,2238,16
MD-W,0,2240,14
MD-W,0,2242,11
MD-W,0,2402,2
MD-W,0,2244,20
MD-W,0,2404,2
MD-W,0,2246,14
MD-W,0,2248,6
MD-W,0,2252,6
MD-W,0,2254,3
MD-W,0,2201,5
MD-W,0,2203,7
MD-W,0,2403,18
MD-W,0,2205,10
MD-W,0,2209,5
MD-W,0,2211,4
MD-W,0,2213,11
MD-W,0,2215,9
MD-W,0,2217,14
MD-W,0,2219,14
MD-W,0,2221,34
MD-W,0,2223,63
MD-W,0,2225,39
MD-W,0,2405,15
MD-W,0,2227,48
MD-W,0,2229,20
MD-W,0,2233,72
MD-W,0,2235,50
MD-W,0,2237,32
MD-W,0,2239,65
MD-W,0,2243,28
MD-W,0,2247,27
MD-W,0,2249,29
MD-W,0,2251,13
MD-W,0,2253,20
MD-W,0,2255,10
MD-W,1,2700,8
MD-W,1,2702,7
MD-W,1,2704,18
MD-W,1,2706,32
MD-W,1,2708,38
MD-W,1,2710,38
MD-W,1,2714,37
MD-W,1,2716,52
MD-W,1,2718,34
MD-W,1,2720,18
MD-W,1,2722,7
MD-W,1,2724,6
MD-W,1,2701,7
MD-W,1,2703,7
MD-W,1,2707,16
MD-W,1,2709,19
MD-W,1,2711,25
MD-W,1,2713,15
MD-W,1,2715,27
MD-W,1,2717,32
MD-W,1,2719,37
MD-W,1,2721,37
MD-W,1,2723,32
MD-W,1,2725,15
MD-W,2,2700,7
MD-W,2,2704,20
MD-W,2,2708,56
MD-W,2,2714,48
MD-W,2,2716,33
MD-W,2,2718,24
MD-W,2,2720,14
MD-W,2,2722,8
MD-W,2,2724,3
MD-W,2,2703,8
MD-W,2,2707,16
MD-W,2,2709,19
MD-W,2,2711,22
MD-W,2,2715,35
MD-W,2,2719,47
MD-W,2,2721,35
MD-W,2,2723,19
MD-W,2,2725,4
ME,0,100,29
ME,0,300,11
ME,0,102,29
ME,0,700,51
ME,0,702,42
ME,0,304,38
ME,0,722,52
ME,0,704,45
ME,0,206,45
ME,0,724,33
ME,0,706,53
ME,0,308,46
ME,0,726,31
ME,0,708,48
ME,0,210,40
ME,0,728,75
ME,0,310,42
ME,0,710,58
ME,0,312,48
ME,0,712,50
ME,0,214,29
ME,0,314,22
ME,0,114,45
ME,0,360,12
ME,0,116,23
ME,0,316,16
ME,0,118,31
ME,0,216,24
ME,0,318,20
ME,0,120,36
ME,0,620,12
ME,0,320,15
ME,0,122,36
ME,0,218,15
ME,0,322,12
ME,0,124,21
ME,0,624,12
ME,0,324,8
ME,0,126,30
ME,0,220,9
ME,0,326,15
ME,0,128,22
ME,0,628,12
ME,0,328,17
ME,0,130,19
ME,0,362,10
ME,0,222,16
ME,0,330,23
ME,0,132,21
ME,0,332,16
ME,0,224,16
ME,0,136,17
ME,0,334,7
ME,0,138,14
